-8.5	-7.5	-0.9813474567197665
-8.5	-7.416107382550336	-1.0584684430045814
-8.5	-7.332214765100671	-1.135655377560301
-8.5	-7.248322147651007	-1.2129201887117431
-8.5	-7.1644295302013425	-1.2902743094380718
-8.5	-7.080536912751678	-1.367728640545495
-8.5	-6.996644295302014	-1.445293520843432
-8.5	-6.912751677852349	-1.5229787047403864
-8.5	-6.828859060402685	-1.6007933476111293
-8.5	-6.74496644295302	-1.6787459992318294
-8.5	-6.6610738255033555	-1.7568446055376803
-8.5	-6.577181208053691	-1.8350965189316664
-8.5	-6.493288590604027	-1.9135085173659234
-8.5	-6.409395973154362	-1.9920868324316365
-8.5	-6.325503355704698	-2.0708371867320787
-8.5	-6.2416107382550345	-2.149764840878804
-8.5	-6.157718120805369	-2.2288746505459063
-8.5	-6.073825503355706	-2.308171134144259
-8.5	-5.98993288590604	-2.387658551840226
-8.5	-5.906040268456375	-2.4673409968446793
-8.5	-5.822147651006711	-2.547222500142932
-8.5	-5.738255033557047	-2.6273071501288734
-8.5	-5.654362416107382	-2.7075992289535398
-8.5	-5.570469798657718	-2.788103367806142
-8.5	-5.486577181208054	-2.868824723822472
-8.5	-5.402684563758389	-2.949769181870881
-8.5	-5.318791946308726	-3.0309435851102164
-8.5	-5.234899328859061	-3.1123559989587384
-8.5	-5.151006711409396	3.0891692932092307
-8.5	-5.067114093959731	3.007250213082865
-8.5	-4.983221476510067	2.925058329247903
-8.5	-4.899328859060403	2.8425771653839833
-8.5	-4.815436241610738	2.7597869722576425
-8.5	-4.731543624161074	2.676664108633929
-8.5	-4.64765100671141	2.593180324849399
-8.5	-4.5637583892617455	2.5093019339376923
-8.5	-4.479865771812081	2.424988853610593
-8.5	-4.395973154362416	2.3401935010947077
-8.5	-4.312080536912751	2.254859522135991
-8.5	-4.228187919463087	2.1689203359361064
-8.5	-4.144295302013423	2.082297480195434
-8.5	-4.060402684563758	1.9948987460656695
-8.5	-3.976510067114094	1.9066161035643503
-8.5	-3.8926174496644292	1.817323436709985
-8.5	-3.8087248322147653	1.7268741384472335
-8.5	-3.7248322147651005	1.6350986642717213
-8.5	-3.6409395973154357	1.5418022185299767
-8.5	-3.5570469798657722	1.4467628594654203
-8.5	-3.4731543624161074	1.3497304713668132
-8.5	-3.3892617449664426	1.2504272784337418
-8.5	-3.3053691275167787	1.148550874727998
-8.5	-3.221476510067114	1.043781112331652
-8.5	-3.1375838926174504	0.9357925847024666
-8.5	-3.053691275167785	0.8242747548005767
-8.5	-2.9697986577181217	0.7089617863179493
-8.5	-2.8859060402684555	0.5896734724150829
-8.5	-2.802013422818792	0.4663668291440052
-8.5	-2.7181208053691273	0.33919449891382264
-8.5	-2.6342281879194633	0.2085611543838124
-8.5	-2.550335570469799	0.07516379366851919
-8.5	-2.466442953020135	-0.06000111512563442
-8.5	-2.38255033557047	-0.19567772001388897
-8.5	-2.2986577181208054	-0.3304413515980634
-8.5	-2.2147651006711415	-0.4628266165152978
-8.5	-2.130872483221476	-0.5914658464204738
-8.5	-2.046979865771813	-0.7152065180061522
-8.5	-1.963087248322147	-0.8331846213764718
-8.5	-1.8791946308724832	-0.9448468734087923
-8.5	-1.7953020134228188	-1.0499296467829176
-8.5	-1.711409395973155	-1.1484105992545697
-8.5	-1.62751677852349	-1.2404495406042826
-8.5	-1.5436241610738257	-1.326330931613997
-8.5	-1.4597315436241614	-1.4064150002243287
-8.5	-1.375838926174496	-1.4810999720662066
-8.5	-1.2919463087248326	-1.5507950721501935
-8.5	-1.208053691275167	-1.6159025865835965
-8.5	-1.1241610738255026	-1.676806891263227
-8.5	-1.0402684563758386	-1.7338685001693486
-8.5	-0.9563758389261743	-1.787421543368613
-8.5	-0.8724832214765099	-1.8377734767568843
-8.5	-0.7885906040268456	-1.8852061710537524
-8.5	-0.7046979865771812	-1.9299778012428945
-8.5	-0.6208053691275173	-1.9723251611916222
-8.5	-0.5369127516778529	-2.0124661736883214
-8.5	-0.4530201342281881	-2.0506024678712933
-8.5	-0.3691275167785242	-2.0869219669256243
-8.5	-0.2852348993288585	-2.1216014796243643
-8.5	-0.20134228187919412	-2.154809328270116
-8.5	-0.11744966442952975	-2.186708079838481
-8.5	-0.03355704697986539	-2.2174574829801
-8.5	0.050335570469798974	-2.2472177577468155
-8.5	0.1342281879194629	-2.2761534459802357
-8.5	0.21812080536912726	-2.3044381205545346
-8.5	0.30201342281879207	-2.3322603905918164
-8.5	0.385906040268456	-2.3598318600188537
-8.5	0.46979865771812035	-2.387398055389109
-8.5	0.5536912751677847	-2.415253938788125
-8.5	0.6375838926174491	-2.443766655893209
-8.5	0.7214765100671148	-2.473410013364548
-8.5	0.8053691275167791	-2.504818595131534
-8.5	0.8892617449664431	-2.5388760306797624
-8.5	0.9731543624161074	-2.5768653342581906
-8.5	1.0570469798657722	-2.6207379904099057
-8.5	1.1409395973154361	-2.673624047952386
-8.5	1.2248322147651005	-2.740865139946843
-8.5	1.3087248322147649	-2.8322642662014013
-8.5	1.3926174496644292	-2.9673153149059517
-8.5	1.4765100671140936	3.096003990068456
-8.5	1.5604026845637575	2.7141068006863107
-8.5	1.6442953020134232	2.145841097633349
-8.5	1.7281879194630878	1.6334479476253152
-8.5	1.8120805369127522	1.322993777411299
-8.5	1.8959731543624163	1.14343684314216
-8.5	1.9798657718120807	1.0307430544372131
-8.5	2.063758389261745	0.9537061638747111
-8.5	2.1476510067114094	0.8973266251933876
-8.5	2.2315436241610738	0.8538399286022551
-8.5	2.3154362416107377	0.8189007157174255
-8.5	2.399328859060402	0.7899064979399045
-8.5	2.4832214765100664	0.7652068197635323
-8.5	2.567114093959731	0.7437026928355972
-8.5	2.6510067114093965	0.7246304723040422
-8.5	2.7348993288590613	0.7074386486950608
-8.5	2.818791946308725	0.6917141188093805
-8.5	2.902684563758389	0.677136071996241
-8.5	2.986577181208054	0.6634458890757554
-8.5	3.070469798657718	0.6504265874494478
-8.5	3.154362416107382	0.6378880275783716
-8.5	3.2382550335570466	0.6256555374376084
-8.5	3.322147651006711	0.6135603891288967
-8.5	3.4060402684563758	0.6014309550916178
-8.5	3.4899328859060397	0.5890835107096184
-8.5	3.5738255033557054	0.5763115797849233
-8.5	3.6577181208053693	0.5628724176027835
-8.5	3.741610738255034	0.5484685957423243
-8.5	3.825503355704698	0.5327214746886063
-8.5	3.9093959731543624	0.5151311735996643
-8.5	3.9932885906040267	0.4950135329051442
-8.5	4.077181208053691	0.4713964892255766
-8.5	4.161073825503356	0.4428416514013915
-8.5	4.24496644295302	0.40712067268688656
-8.5	4.328859060402684	0.36059226980904585
-8.5	4.412751677852349	0.29691948567137444
-8.5	4.496644295302013	0.20423491169666735
-8.5	4.580536912751678	0.058554471470002756
-8.5	4.6644295302013425	-0.19011988390687412
-8.5	4.748322147651007	-0.6204845860944596
-8.5	4.832214765100671	-1.1889355489484335
-8.5	4.916107382550336	-1.6316645782896833
-8.5	5.0	-1.8887759266466277
 
-8.385906040268456	-7.5	-0.8011595582388243
-8.385906040268456	-7.416107382550336	-0.8781554084225229
-8.385906040268456	-7.332214765100671	-0.9552824684156571
-8.385906040268456	-7.248322147651007	-1.0325496662438929
-8.385906040268456	-7.1644295302013425	-1.1099650783148998
-8.385906040268456	-7.080536912751678	-1.1875359140888389
-8.385906040268456	-6.996644295302014	-1.2652685081893353
-8.385906040268456	-6.912751677852349	-1.3431683197372577
-8.385906040268456	-6.828859060402685	-1.4212399386366068
-8.385906040268456	-6.74496644295302	-1.4994870985078308
-8.385906040268456	-6.6610738255033555	-1.577912695949325
-8.385906040268456	-6.577181208053691	-1.6565188158136075
-8.385906040268456	-6.493288590604027	-1.7353067622107756
-8.385906040268456	-6.409395973154362	-1.8142770949985938
-8.385906040268456	-6.325503355704698	-1.8934296715862584
-8.385906040268456	-6.2416107382550345	-1.972763693967886
-8.385906040268456	-6.157718120805369	-2.0522777610129053
-8.385906040268456	-6.073825503355706	-2.1319699261748344
-8.385906040268456	-5.98993288590604	-2.2118377609395927
-8.385906040268456	-5.906040268456375	-2.2918784245214736
-8.385906040268456	-5.822147651006711	-2.3720887405333353
-8.385906040268456	-5.738255033557047	-2.4524652816114134
-8.385906040268456	-5.654362416107382	-2.533004463270758
-8.385906040268456	-5.570469798657718	-2.6137026486115995
-8.385906040268456	-5.486577181208054	-2.6945562658994473
-8.385906040268456	-5.402684563758389	-2.7755619415133017
-8.385906040268456	-5.318791946308726	-2.856716651311027
-8.385906040268456	-5.234899328859061	-2.938017894114984
-8.385906040268456	-5.151006711409396	-3.01946389179442
-8.385906040268456	-5.067114093959731	-3.1010538213378185
-8.385906040268456	-4.983221476510067	3.100397221782904
-8.385906040268456	-4.899328859060403	3.018516678103887
